,PRC,BDR,SFA,BDA,ELY,GRG,CFT,PRV,PPM,IPM
819,725000000,2.0,80,55,2200,1,2,0,9060000,3590000
820,712000000,2.0,79,55,2200,1,1,0,9010000,3520000
821,725000000,2.0,80,55,2200,1,1,0,9060000,3590000
823,791000000,3.0,81,58,2200,1,1,0,9770000,3910000
824,791000000,2.0,81,58,2200,1,1,0,9770000,3910000
825,712000000,2.0,79,55,2200,1,1,0,9010000,3520000
830,712000000,2.0,79,55,2200,1,1,0,9010000,3520000
833,725000000,2.0,80,55,2200,1,1,0,9060000,3590000
834,800000000,3.0,69,69,2200,1,1,0,11590000,3960000
835,158000000,2.0,60,38,1300,1,1,0,2630000,781700
836,670000000,3.0,60,50,2200,1,1,0,11170000,3310000
837,670000000,3.0,60,50,2200,1,1,0,11170000,3310000
840,712000000,2.0,79,55,2200,1,1,0,9010000,3520000
841,158000000,2.0,60,38,1300,1,1,0,2630000,781700
842,158000000,2.0,60,38,1300,1,1,0,2630000,781700
843,158000000,2.0,60,38,1300,1,1,0,2630000,781700
844,158000000,2.0,60,42,1300,1,1,0,2630000,781700
845,158000000,2.0,60,38,1300,1,1,0,2630000,781700
846,152000000,2.0,60,42,1300,1,1,0,2530000,752010
847,543000000,2.0,61,36,1300,1,1,0,8900000,2690000
848,580000000,3.0,60,61,1300,1,1,0,9670000,2870000
849,580000000,3.0,60,61,1300,1,1,0,9670000,2870000
850,777000000,2.0,60,65,2200,1,1,0,12950000,3840000
853,800000000,3.0,68,69,2200,1,1,0,11760000,3960000
854,152000000,2.0,60,42,1300,1,1,0,2530000,752010
855,152000000,2.0,60,42,1300,1,1,0,2530000,752010
857,158000000,2.0,60,38,1300,1,1,0,2630000,781700
858,158000000,2.0,60,38,1300,1,1,0,2630000,781700
860,143000000,2.0,60,42,1300,1,2,0,2390000,709960
861,158000000,2.0,60,38,1300,1,1,0,2630000,781700
862,152000000,2.0,60,42,1300,1,1,0,2530000,752010
864,158000000,2.0,60,42,1300,1,1,0,2630000,781700
865,168000000,2.0,60,42,1300,1,1,0,2800000,831170
866,168000000,2.0,60,42,1300,1,1,0,2800000,831170
867,752000000,2.0,72,36,1300,1,1,0,10440000,3720000
868,158000000,2.0,60,38,1300,1,1,0,2630000,781700
869,141000000,2.0,60,42,1300,1,1,0,2350000,697590
871,152000000,2.0,60,38,1300,1,1,0,2530000,752010
872,152000000,2.0,60,42,1300,1,1,0,2530000,752010
873,152000000,2.0,60,42,1300,1,1,0,2530000,752010
874,158000000,2.0,60,38,1300,1,1,0,2630000,781700
875,158000000,2.0,60,38,1300,1,1,0,2630000,781700
877,158000000,2.0,60,38,1300,1,1,0,2630000,781700
878,158000000,2.0,60,38,1300,1,1,0,2630000,781700
879,158000000,2.0,60,38,1300,1,1,0,2630000,781700
880,158000000,2.0,60,38,1300,1,1,0,2630000,781700
881,158000000,2.0,60,38,1300,1,1,0,2630000,781700
889,600000000,3.0,60,48,2200,1,1,0,10000000,2970000
890,762000000,2.0,72,36,1300,1,1,0,10580000,3770000
891,168000000,2.0,60,42,1300,1,1,0,2800000,831170
892,168000000,2.0,60,42,1300,1,1,0,2800000,831170
893,168000000,2.0,60,42,1300,1,1,0,2800000,831170
894,168000000,2.0,60,42,1300,1,1,0,2800000,831170
895,158000000,2.0,60,42,1300,1,1,0,2630000,781700
896,158000000,2.0,60,42,1300,1,1,0,2630000,781700
898,158000000,2.0,60,38,1300,1,1,0,2630000,781700
899,158000000,2.0,60,42,1300,1,1,0,2630000,781700
900,158000000,2.0,60,42,1300,1,1,0,2630000,781700
901,168000000,2.0,60,42,1300,1,1,0,2800000,831170
902,158000000,2.0,60,38,1300,1,1,0,2630000,781700
903,158000000,2.0,60,38,1300,1,1,0,2630000,781700
904,158000000,2.0,60,38,1300,1,1,0,2630000,781700
905,158000000,2.0,60,38,1300,1,1,0,2630000,781700
906,159000000,2.0,60,38,1300,1,1,0,2650000,786650
907,158000000,2.0,60,38,1300,1,1,0,2630000,781700
908,158000000,2.0,60,38,1300,1,1,0,2630000,781700
909,158000000,2.0,60,38,1300,1,1,0,2630000,781700
910,158000000,2.0,60,38,1300,1,1,0,2630000,781700
911,158000000,2.0,60,38,1300,1,1,0,2630000,781700
912,158000000,2.0,60,38,1300,1,1,0,2630000,781700
914,158000000,2.0,60,38,1300,1,1,0,2630000,781700
915,158000000,2.0,60,38,1300,1,1,0,2630000,781700
916,158000000,2.0,60,38,1300,1,1,0,2630000,781700
917,158000000,2.0,60,38,1300,1,1,0,2630000,781700
918,158000000,2.0,60,38,1300,1,1,0,2630000,781700
919,158000000,2.0,60,38,1300,1,1,0,2630000,781700
920,158000000,2.0,60,38,1300,1,1,0,2630000,781700
921,158000000,2.0,60,38,1300,1,1,0,2630000,781700
922,158000000,2.0,60,38,1300,1,1,0,2630000,781700
923,158000000,2.0,60,38,1300,1,1,0,2630000,781700
924,158000000,2.0,60,38,1300,1,1,0,2630000,781700
925,158000000,2.0,60,38,1300,1,1,0,2630000,781700
926,158000000,2.0,60,38,1300,1,1,0,2630000,781700
927,158000000,2.0,60,38,1300,1,1,0,2630000,781700
928,158000000,2.0,60,38,1300,1,1,0,2630000,781700
929,158000000,2.0,60,42,1300,1,1,0,2630000,781700
930,600000000,2.0,70,60,2200,1,1,0,8570000,2970000
932,168000000,2.0,60,42,1300,1,1,0,2800000,831170
933,158000000,2.0,60,38,1300,1,1,0,2630000,781700
934,152000000,2.0,60,38,1300,1,1,0,2530000,752010
936,158000000,2.0,60,42,1300,1,1,0,2630000,781700
937,158000000,2.0,60,38,1300,1,1,0,2630000,781700
938,158000000,2.0,60,38,1300,1,1,0,2630000,781700
939,158000000,2.0,60,38,1300,1,1,0,2630000,781700
940,750000000,3.0,70,70,2200,1,1,0,10710000,3710000
941,240000000,2.0,60,30,1300,1,1,0,4000000,1190000
942,158000000,2.0,60,42,1300,1,1,0,2630000,781700
943,750000000,2.0,84,58,2200,1,1,0,8930000,3710000
944,158000000,2.0,60,42,1300,1,1,0,2630000,781700
945,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
951,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
974,395000000,2.0,72,45,1300,0,1,0,5490000,1950000
975,551000000,2.0,60,47,2200,1,2,0,9180000,2730000
976,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
977,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
979,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
980,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
981,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
982,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
984,675000000,3.0,60,45,2200,1,1,0,11250000,3340000
985,675000000,3.0,60,45,2200,1,1,0,11250000,3340000
989,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
990,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
992,695000000,3.0,60,45,2200,1,1,0,11580000,3440000
993,725000000,3.0,60,55,2200,0,1,0,12080000,3590000
994,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
995,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
996,250000000,2.0,70,36,900,1,0,0,3570000,1240000
997,800000000,3.0,48,59,2200,0,1,0,15905000,3960000
998,650000000,3.0,60,60,1300,1,1,0,10830000,3220000
999,725000000,3.0,60,55,2200,1,1,0,12080000,3590000
1000,650000000,3.0,75,60,1300,1,1,0,8670000,3220000
1001,500000000,2.0,90,60,1300,0,0,0,5560000,2470000
1003,650000000,2.0,66,50,1300,1,1,0,9850000,3220000
1004,629000000,3.0,72,66,2200,1,0,0,8740000,3110000
1005,385000000,2.0,72,36,1300,0,1,0,5350000,1900000
1006,650000000,4.0,60,65,1300,1,1,0,10830000,3220000
1008,430000000,2.0,71,60,1300,1,1,0,6060000,2130000
1009,800000000,2.0,70,70,2200,1,0,0,11430000,3960000
1010,650000000,4.0,60,65,1300,1,1,0,10830000,3220000
1011,640000000,3.0,60,55,1300,1,1,0,10670000,3170000
1012,489000000,2.0,38,50,1300,1,1,0,12870000,2420000
1013,500000000,2.0,60,45,2200,1,0,0,8330000,2470000
1014,288000000,2.0,60,27,1300,0,0,0,4810000,1430000
1015,488000000,2.0,60,52,1300,1,2,0,8130000,2410000
1019,625000000,3.0,72,62,1300,1,1,0,8680000,3090000
1020,595000000,2.0,102,46,2200,1,2,0,5830000,2940000
1021,635000000,2.0,90,60,1300,1,1,0,7060000,3140000
1025,490000000,2.0,87,65,2200,0,2,0,5630000,2420000
1026,290000000,2.0,72,36,1300,1,1,0,4030000,1430000
1027,577000000,2.0,78,45,1300,1,1,1,7400000,2850000
1028,635000000,2.0,78,45,1300,1,0,1,8150000,3140000
1029,562000000,2.0,79,45,1300,1,0,1,7120000,2780000
1030,636000000,2.0,78,45,1300,0,0,1,8160000,3150000
1031,500000000,2.0,80,45,1300,1,1,1,6250000,2470000
1032,600000000,2.0,78,45,450,1,0,1,7690000,2970000
1033,653000000,2.0,83,45,1300,1,1,1,7880000,3240000
1034,617000000,2.0,78,45,1300,1,0,1,7920000,3050000
1035,680000000,2.0,89,45,1300,1,0,1,7640000,3370000
1036,659000000,2.0,115,50,1300,1,0,1,4810000,3260000
1037,667000000,2.0,95,45,450,1,1,1,7030000,3300000
1038,627000000,2.0,84,45,1300,1,0,1,7470000,3110000
1039,610000000,2.0,78,45,1300,1,1,1,7820000,3020000
1040,601000000,2.0,79,45,1300,1,0,1,7620000,2980000
1041,643000000,3.0,85,45,2200,1,0,1,7570000,3180000
1042,680000000,2.0,80,45,1300,1,1,1,8500000,3360000
1043,601000000,2.0,79,45,1300,1,0,1,7620000,2980000
1044,601000000,2.0,79,45,1300,1,1,1,7610000,2970000
1045,629000000,2.0,84,45,1300,1,1,1,7500000,3110000
1046,335000000,2.0,115,45,1300,1,1,1,2820000,1660000
1047,627000000,2.0,84,45,1300,1,1,1,7460000,3100000
1048,385000000,3.0,64,45,1300,1,1,1,6020000,1900000
1049,294000000,2.0,115,36,1300,1,1,1,2450000,1450000
1050,284000000,2.0,115,32,1300,1,1,1,2370000,1410000
1051,398000000,2.0,80,40,1300,1,1,1,4970000,1970000
1052,316000000,2.0,115,45,1300,1,1,1,2640000,1570000
1053,650000000,2.0,45,76,1300,1,0,1,14460000,3220000
1054,667000000,2.0,90,45,1300,1,0,1,7410000,3300000
1055,684000000,2.0,92,45,2200,1,0,1,7440000,3390000
1057,577000000,2.0,78,45,1300,0,1,1,7400000,2850000
1058,591000000,2.0,81,45,1300,0,1,1,7300000,2930000
1059,680000000,2.0,89,45,1300,1,0,1,7640000,3370000
1060,510000000,3.0,115,76,1300,1,1,1,3520000,2520000
1061,611000000,2.0,83,45,1300,1,0,1,7360000,3020000
1062,617000000,2.0,78,45,1300,1,0,1,7920000,3050000
1063,617000000,2.0,78,45,1300,1,0,1,7920000,3050000
1064,666000000,2.0,90,45,1300,1,0,1,7400000,3300000
1065,627000000,2.0,84,45,1300,1,0,1,7470000,3110000
1068,601000000,2.0,79,45,1300,1,0,1,7620000,2980000
1069,185000000,2.0,60,30,1300,1,0,1,3080000,915280
1070,365000000,2.0,77,36,1300,1,1,1,4740000,1810000
1071,375000000,2.0,106,36,1300,1,1,1,3540000,1860000
1072,648000000,2.0,84,45,1300,1,1,1,7720000,3210000
1073,617000000,2.0,78,45,1300,1,0,1,7920000,3050000
1074,577000000,2.0,78,45,2200,1,1,1,7400000,2850000
1075,545000000,2.0,115,53,1300,1,1,1,3810000,2700000
1076,666000000,2.0,90,45,900,1,0,1,7400000,3300000
1078,643000000,2.0,88,45,1300,1,0,1,7310000,3180000
1079,713000000,2.0,90,45,1300,1,1,1,7930000,3530000
1081,666000000,2.0,90,45,1300,1,0,1,7400000,3300000
1082,667000000,2.0,90,45,1300,1,0,1,7410000,3300000
1083,663000000,2.0,88,45,1300,1,0,1,7540000,3280000
1084,775000000,3.0,105,75,1300,1,1,1,7380000,3830000
1085,165000000,4.0,115,76,1300,1,1,1,15905000,816330
1086,650000000,3.0,100,60,1300,1,1,1,6500000,3220000
1087,800000000,4.0,115,75,1300,1,1,1,5000000,3960000
1088,150000000,2.0,60,30,1300,1,0,1,2510000,744590
1089,150000000,2.0,60,30,1300,1,0,1,2510000,744590
1090,534000000,2.0,90,34,1300,1,1,1,5930000,2640000
1092,500000000,2.0,105,50,1300,1,1,1,4760000,2470000
1093,410000000,2.0,100,45,1300,1,1,1,4099999,2029999
1094,280000000,2.0,78,36,1300,1,1,1,3590000,1390000
1095,491000000,2.0,115,45,1300,1,1,1,3150000,2430000
1096,800000000,1.0,115,65,1300,0,1,1,5590000,3960000
1097,601000000,2.0,85,45,1300,1,0,1,7070000,2970000
1098,586000000,2.0,84,45,2200,1,0,1,6980000,2900000
1099,712000000,2.0,90,45,1300,1,0,1,7920000,3530000
1100,617000000,2.0,78,45,1300,1,0,1,7920000,3050000
1101,639000000,2.0,88,45,1300,1,0,1,7270000,3170000
1102,468000000,3.0,115,66,2200,1,1,1,3900000,2320000
1103,339000000,2.0,115,45,1300,1,1,1,2820000,1680000
1104,522000000,3.0,115,60,1300,1,1,1,3150000,2590000
1107,499000000,2.0,115,36,1300,1,1,1,2870000,2470000
1108,260000000,2.0,104,30,1300,1,1,3,2500000,1290000
1109,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1110,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1111,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1112,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1113,735000000,3.0,73,55,1300,1,1,3,10070000,3640000
1114,468000000,3.0,60,51,2200,1,1,3,7800000,2320000
1115,300000000,2.0,60,30,1300,1,1,3,5000000,1480000
1116,427000000,2.0,85,38,1300,1,1,3,5030000,2120000
1117,532000000,2.0,78,45,450,1,1,3,6830000,2640000
1118,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1119,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1120,350000000,2.0,60,38,1300,1,0,3,5830000,1730000
1121,597000000,2.0,105,45,2200,1,0,3,5690000,2950000
1122,399000000,2.0,72,36,1300,1,1,3,5540000,1970000
1123,308000000,2.0,84,36,1300,1,1,3,3670000,1520000
1124,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1125,564000000,2.0,84,42,2200,1,1,3,6720000,2790000
1126,337000000,2.0,81,36,1300,1,1,3,4160000,1670000
1127,308000000,2.0,84,36,1300,1,0,3,3670000,1520000
1128,624000000,2.0,84,45,1300,1,1,3,7430000,3090000
1129,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1130,634000000,2.0,105,45,1300,1,0,3,6040000,3140000
1131,532000000,2.0,78,45,1300,1,0,3,6830000,2640000
1132,465000000,2.0,84,36,1300,1,1,3,5540000,2300000
1133,409000000,2.0,72,36,1300,1,0,3,5690000,2029999
1134,168000000,2.0,60,28,1300,1,1,3,2800000,831170
1135,372000000,2.0,69,32,450,1,0,3,5400000,1840000
1136,748000000,2.0,83,45,2200,1,1,3,9010000,3700000
1137,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1138,624000000,2.0,84,45,1300,1,1,3,7440000,3090000
1139,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1140,553000000,2.0,84,36,1300,1,1,3,6590000,2740000
1141,435000000,2.0,105,45,2200,1,0,3,4139999,2150000
1142,258000000,2.0,60,36,1300,1,0,3,4300000,1280000
1143,308000000,2.0,84,36,1300,1,0,3,3670000,1520000
1144,276000000,2.0,60,36,1300,1,0,3,4600000,1370000
1145,465000000,2.0,84,36,1300,1,1,3,5540000,2300000
1146,769000000,3.0,95,57,2200,1,1,3,8100000,3810000
1147,566000000,2.0,84,42,2200,1,1,3,6750000,2800000
1148,155000000,2.0,42,27,1300,1,2,3,3690000,766860
1149,178000000,1.0,60,22,1300,1,1,3,2970000,880650
1150,711000000,2.0,78,42,1300,1,1,3,9120000,3520000
1151,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1152,385000000,2.0,110,76,1300,0,1,3,3500000,1900000
1153,149000000,1.0,24,12,900,1,1,3,6230000,739640
1154,310000000,2.0,72,36,2200,1,1,3,4310000,1530000
1155,330000000,2.0,72,36,1300,1,1,3,4580000,1630000
1158,465000000,2.0,115,36,1300,1,1,3,3640000,2300000
1159,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1160,809000000,3.0,93,76,2200,1,1,3,8710000,4010000
1161,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1162,370000000,2.0,69,32,2200,1,1,3,5360000,1830000
1163,465000000,2.0,84,36,1300,1,0,3,5540000,2300000
1164,276000000,2.0,60,36,1300,1,0,3,4600000,1370000
1165,329000000,2.0,84,36,900,1,0,3,3920000,1630000
1166,268000000,2.0,60,36,1300,1,0,3,4480000,1330000
1168,562000000,1.0,90,38,1300,1,1,3,6250000,2780000
1169,390000000,2.0,84,48,1300,1,1,3,4640000,1930000
1172,338000000,2.0,79,36,1300,1,1,3,4280000,1670000
1173,650000000,3.0,101,51,2200,1,1,3,6440000,3220000
1176,655000000,3.0,75,55,2200,1,1,3,8730000,3240000
1177,341000000,2.0,84,36,1300,1,1,3,4059999,1690000
1178,385000000,2.0,60,30,1300,1,1,3,6420000,1900000
1179,348000000,3.0,90,52,1300,1,1,3,3870000,1720000
1180,513000000,2.0,84,36,1300,1,1,3,6110000,2540000
1181,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1182,576000000,2.0,84,45,2200,1,1,3,6870000,2850000
1183,310000000,2.0,72,36,1300,1,1,3,4310000,1530000
1184,712000000,2.0,90,45,2200,0,0,3,7920000,3530000
1185,595000000,2.0,115,36,1300,1,1,3,4160000,2950000
1186,338000000,2.0,79,36,1300,1,1,3,4280000,1670000
1187,259000000,2.0,63,36,1300,1,1,3,4120000,1280000
1188,409000000,2.0,72,36,1300,1,0,3,5690000,2029999
1189,382000000,3.0,90,50,1300,1,1,3,4250000,1890000
1190,352000000,2.0,72,36,1300,1,1,3,4890000,1740000
1191,450000000,2.0,60,51,2200,1,1,3,7500000,2230000
1192,500000000,3.0,72,51,2200,1,1,3,6940000,2470000
1193,325000000,2.0,60,36,1300,0,1,3,5420000,1610000
1194,399000000,2.0,73,45,1300,1,1,3,5470000,1970000
1195,349000000,3.0,90,50,1300,1,1,3,3880000,1730000
1196,169000000,1.0,24,12,900,1,1,3,7040000,836120
1198,510000000,3.0,72,51,2200,1,1,3,7080000,2520000
1199,329000000,2.0,84,36,1300,1,0,3,3920000,1630000
1200,500000000,3.0,72,51,2200,1,1,3,6940000,2470000
1201,460000000,3.0,61,51,2200,1,1,3,7540000,2280000
1203,600000000,3.0,60,68,2200,1,1,3,10000000,2970000
1204,352000000,2.0,72,36,1300,1,1,3,4890000,1740000
1205,352000000,2.0,72,36,1300,1,1,3,4890000,1740000
1206,730000000,3.0,70,76,2200,1,1,3,10430000,3610000
1207,550000000,3.0,115,76,900,0,1,3,2270000,2720000
1208,419000000,2.0,84,36,1300,1,1,3,4990000,2069999
1209,397000000,2.0,90,50,1300,1,1,3,4410000,1960000
1210,348000000,3.0,90,52,1300,1,1,3,3870000,1720000
1211,468000000,2.0,76,45,1300,0,1,3,6160000,2320000
1212,650000000,3.0,110,76,1300,1,1,3,5910000,3220000
1213,399000000,2.0,65,36,1300,1,1,3,6140000,1970000
1214,576000000,2.0,84,42,2200,1,1,3,6870000,2850000
1215,550000000,1.0,115,56,2200,1,1,3,2570000,2720000
1216,773000000,2.0,114,45,2200,1,0,3,6790000,3830000
1217,462000000,2.0,67,40,1300,1,1,3,6900000,2290000
1218,347000000,3.0,90,52,1300,1,1,3,3860000,1720000
1219,399000000,2.0,65,36,1300,1,1,3,6140000,1970000
1220,758000000,3.0,115,76,1300,0,1,3,3990000,3750000
1221,490000000,2.0,96,38,1300,1,1,3,5100000,2420000
1222,310000000,2.0,72,36,2200,1,1,3,4310000,1530000
1223,338000000,2.0,79,36,1300,1,1,3,4280000,1670000
1225,600000000,2.0,90,45,1300,1,1,3,6670000,2970000
1228,252000000,2.0,72,38,1300,1,1,3,3500000,1250000
1233,730000000,2.0,94,45,1300,1,1,3,7770000,3610000
1234,458000000,2.0,76,45,1300,1,1,3,6030000,2270000
1236,291000000,2.0,88,36,1300,1,1,3,3310000,1440000
1240,520000000,2.0,115,36,1300,1,1,3,3640000,2570000
1242,531000000,2.0,36,76,1300,1,1,3,14760000,2630000
1243,520000000,2.0,36,76,1300,1,1,3,14450000,2570000
1244,520000000,2.0,115,36,1300,1,1,3,3640000,2570000
1249,553000000,2.0,36,76,1300,0,1,3,15370000,2740000
1250,330000000,2.0,60,38,1300,1,0,3,5500000,1630000
1254,335000000,2.0,60,36,1300,1,1,3,5580000,1660000
1255,553000000,2.0,84,36,1300,1,1,3,6590000,2740000
1256,200000000,2.0,60,30,1300,1,1,3,3330000,989490
1257,295000000,2.0,60,30,1300,1,1,3,4920000,1460000
1258,598000000,3.0,60,60,1300,1,1,3,9970000,2960000
1261,810000000,2.0,115,45,1300,1,1,3,5620000,4010000
1262,650000000,2.0,115,50,1300,1,1,3,5420000,3220000
1263,270000000,2.0,60,28,1300,1,0,3,4500000,1340000
1265,285000000,2.0,60,36,1300,1,1,3,4750000,1410000
1266,675000000,2.0,100,40,1300,1,1,3,6750000,3340000
1267,168000000,2.0,60,30,1300,1,1,3,2810000,833650
1268,168000000,2.0,60,30,1300,1,1,3,2810000,833650
1269,373000000,2.0,45,72,450,1,1,3,8289999,1850000
1270,500000000,2.0,100,76,1300,0,1,3,5000000,2470000
1271,370000000,2.0,60,36,1300,1,1,3,6170000,1830000
1272,409000000,2.0,36,72,450,1,1,3,11360000,2020000
1276,373000000,1.0,69,32,450,1,1,3,5410000,1850000
1277,525000000,2.0,65,36,1300,1,0,3,8080000,2600000
1278,489000000,3.0,67,45,1300,1,1,3,7300000,2420000
1279,590000000,3.0,80,45,1300,1,1,3,7380000,2920000
1280,198000000,1.0,60,22,1300,1,1,3,3300000,979600
1281,655000000,3.0,75,55,1300,1,1,3,8730000,3240000
1282,171000000,1.0,60,22,1300,1,1,3,2850000,846020
1283,550000000,2.0,84,40,1300,1,1,3,6550000,2720000
1284,485000000,2.0,50,36,1300,1,1,3,9700000,2400000
1285,739000000,3.0,70,53,2200,1,1,3,10560000,3660000
1286,597000000,3.0,70,50,2200,1,1,3,8530000,2950000
1287,600000000,2.0,83,40,1300,1,1,3,7230000,2970000
1288,518000000,3.0,67,45,1300,1,1,3,7730000,2560000
1289,671000000,2.0,72,40,1300,0,2,3,9320000,3320000
1290,635000000,2.0,84,45,1300,1,0,3,7560000,3140000
1291,458000000,2.0,76,45,1300,1,1,3,6030000,2270000
1292,690000000,3.0,68,70,2200,1,1,3,10150000,3410000
1293,390000000,2.0,70,36,1300,1,1,3,5570000,1930000
1294,666000000,3.0,60,70,2200,1,1,3,11100000,3300000
1296,475000000,2.0,63,50,1300,1,1,3,7540000,2350000
1298,385000000,2.0,60,36,2200,0,1,3,6420000,1900000
1299,470000000,2.0,72,36,1300,1,1,3,6540000,2330000
1300,450000000,3.0,72,76,1300,1,1,3,6250000,2230000
1301,250000000,2.0,60,50,1300,0,0,3,4170000,1240000
1303,460000000,2.0,67,45,2200,1,1,3,6870000,2280000
1305,367000000,2.0,72,38,1300,1,1,3,5100000,1820000
1306,367000000,2.0,72,38,1300,1,1,3,5100000,1820000
1307,480000000,2.0,60,45,1300,1,1,3,8000000,2370000
1308,675000000,3.0,72,76,2200,1,1,3,9380000,3340000
1309,236000000,2.0,60,36,2200,0,1,3,3950000,1170000
1310,250000000,2.0,72,40,1300,1,1,3,3470000,1240000
1311,480000000,2.0,60,45,1300,1,1,3,8000000,2370000
1320,315000000,2.0,72,36,1300,1,1,3,4380000,1560000
1322,256000000,2.0,60,36,1300,1,1,3,4270000,1270000
1324,308000000,2.0,74,36,1300,1,1,3,4160000,1520000
1325,395000000,2.0,72,40,1300,1,1,3,5490000,1950000
1327,375000000,2.0,60,50,1300,1,1,3,6250000,1860000
1328,300000000,2.0,60,40,1300,1,1,3,5000000,1480000
1331,329000000,2.0,84,36,1300,1,0,3,3920000,1630000
1332,435000000,2.0,84,36,1300,1,1,3,5180000,2150000
1333,752000000,3.0,90,57,1300,1,1,3,8359999,3720000
1334,752000000,3.0,90,57,1300,1,1,3,8359999,3720000
1336,264000000,2.0,115,36,1300,1,1,3,2200000,1310000
1337,650000000,2.0,107,57,1300,1,1,3,6070000,3220000
1338,597000000,3.0,60,54,2200,1,1,3,9950000,2950000
1340,485000000,2.0,50,36,1300,1,1,3,9700000,2400000
1342,485000000,2.0,50,36,1300,0,2,3,9700000,2400000
1343,470000000,2.0,72,53,1300,0,1,3,6530000,2330000
1344,395000000,2.0,72,40,2200,1,1,3,5490000,1950000
1345,800000000,3.0,78,65,2200,1,1,3,10260000,3960000
1346,565000000,2.0,84,45,1300,1,1,3,6730000,2800000
1347,350000000,2.0,50,70,1300,1,1,3,7000000,1730000
1348,390000000,3.0,60,70,1300,1,1,3,6500000,1930000
1349,250000000,2.0,65,36,1300,1,1,3,3850000,1240000
1350,225000000,2.0,51,36,1300,1,1,3,4410000,1110000
1352,250000000,3.0,70,45,1300,1,1,3,3570000,1240000
1353,352000000,2.0,75,36,1300,1,1,3,4700000,1750000
1356,600000000,2.0,69,50,1300,1,1,3,8700000,2970000
1358,375000000,2.0,55,40,1300,1,1,3,6820000,1860000
1359,252000000,2.0,115,32,1300,1,1,3,2100000,1250000
1362,374000000,2.0,72,30,1300,1,1,3,5210000,1850000
1363,679000000,3.0,84,60,2200,1,1,3,8080000,3360000
1365,345000000,2.0,60,36,1300,0,0,3,5750000,1710000
1366,350000000,2.0,57,40,1300,1,1,3,6140000,1730000
1367,299000000,2.0,72,30,1300,1,1,3,4150000,1480000
1368,759000000,2.0,72,40,1300,1,1,3,10540000,3760000
1371,350000000,2.0,57,40,1300,1,1,3,6140000,1730000
1372,695000000,2.0,78,45,1300,1,1,3,8910000,3440000
1375,325000000,2.0,72,30,1300,1,1,3,4510000,1610000
1376,450000000,3.0,72,51,2200,1,1,3,6250000,2230000
1378,575000000,2.0,78,45,1300,1,1,3,7370000,2840000
1382,500000000,3.0,60,51,2200,1,1,3,8330000,2470000
1383,465000000,3.0,72,51,2200,1,1,3,6460000,2300000
1384,399000000,2.0,72,36,1300,1,0,3,5550000,1980000
1385,168000000,2.0,72,30,1300,1,0,3,2330000,831170
1386,335000000,2.0,60,36,1300,1,1,3,5580000,1660000
1389,458000000,3.0,72,50,2200,0,1,3,6360000,2270000
1391,410000000,3.0,60,51,2200,1,1,3,6830000,2029999
1397,378000000,2.0,84,40,1300,1,1,3,4500000,1870000
1399,595000000,2.0,115,50,1300,1,1,3,4960000,2940000
1400,240000000,2.0,100,70,1300,0,2,3,2400000,1190000
1402,259000000,2.0,115,40,1300,1,1,3,1440000,1280000
1404,378000000,2.0,70,36,2200,1,1,3,5400000,1870000
1405,462000000,2.0,77,45,1300,1,1,3,6000000,2290000
1407,595000000,2.0,114,45,1300,1,1,3,5220000,2940000
1408,458000000,2.0,76,45,1300,1,1,3,6030000,2270000
1409,229000000,2.0,72,50,1300,1,0,3,3180000,1130000
1410,445000000,2.0,70,45,1300,1,1,3,6360000,2200000
1412,265000000,2.0,63,42,1300,0,1,3,4210000,1310000
1413,372000000,2.0,69,32,1300,1,0,3,5400000,1840000
1415,480000000,2.0,84,36,1300,1,0,3,5710000,2370000
1417,450000000,3.0,115,66,2200,1,1,3,3750000,2230000
1419,585000000,3.0,115,76,2200,0,1,3,4640000,2890000
1421,481000000,2.0,72,38,1300,1,1,3,6690000,2380000
1422,485000000,2.0,115,70,2200,0,1,3,3280000,2400000
1423,760000000,2.0,112,45,1300,1,0,3,6790000,3760000
