,PRC,BDR,SFA,BDA,ELY,GRG,CFT,PRV,PPM,IPM
1425,372000000,2.0,69,32,1300,1,0,3,5400000,1840000
1426,650000000,2.0,90,70,2200,1,1,3,7220000,3220000
1447,225000000,2.0,50,36,1300,1,1,3,4500000,1110000
1448,135000000,2.0,50,36,1300,1,1,3,2700000,667910
1449,165000000,2.0,60,40,900,1,4,3,2750000,816330
1455,503000000,2.0,105,45,1300,1,0,3,4790000,2490000
1456,195000000,2.0,50,36,1300,0,1,3,3900000,964750
1458,295000000,2.0,50,36,1300,1,1,3,5900000,1460000
1459,338000000,3.0,108,45,1300,0,1,3,3130000,1670000
1460,465000000,2.0,84,36,1300,1,1,3,5540000,2300000
1462,314000000,2.0,72,36,1300,0,1,3,4360000,1550000
1466,600000000,2.0,90,48,1300,1,1,3,6670000,2970000
1467,570000000,2.0,84,48,1300,1,1,3,6790000,2820000
1468,558000000,2.0,89,38,1300,1,0,3,6270000,2760000
1469,325000000,2.0,60,36,1300,0,0,3,5420000,1610000
1470,260000000,3.0,60,50,1300,1,1,3,4330000,1290000
1471,539000000,2.0,72,45,1300,1,1,3,7490000,2670000
1472,411000000,2.0,84,31,1300,1,0,3,4890000,2029999
1473,330000000,2.0,60,36,1300,0,1,3,5500000,1630000
1474,350000000,2.0,90,50,1300,1,1,3,3890000,1730000
1475,260000000,2.0,72,40,1300,1,1,3,3610000,1290000
1476,583000000,2.0,85,45,2200,1,1,3,6870000,2890000
1477,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
1478,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
1479,438000000,2.0,60,36,1300,1,1,3,7310000,2170000
1480,380000000,2.0,107,50,1300,1,1,3,3550000,1880000
1481,380000000,2.0,107,50,1300,1,1,3,3550000,1880000
1482,258000000,2.0,50,36,1300,1,1,3,5160000,1280000
1483,350000000,2.0,57,40,1300,1,1,3,6140000,1730000
1484,520000000,2.0,115,36,1300,1,1,3,3640000,2570000
1499,588000000,2.0,89,42,2200,1,1,3,6610000,2910000
1500,575000000,2.0,86,42,2200,1,1,3,6690000,2850000
1506,435000000,2.0,69,40,1300,1,1,3,6300000,2150000
1507,225000000,2.0,51,36,1300,1,1,3,4410000,1110000
1515,548000000,3.0,69,54,2200,1,1,3,7940000,2710000
1516,333000000,2.0,60,35,1300,1,1,3,5550000,1650000
1520,397000000,2.0,79,36,1300,1,1,3,5030000,1970000
1521,165000000,2.0,60,40,900,1,1,3,2750000,816330
1526,720000000,2.0,45,45,1300,1,1,3,9500000,3560000
1529,385000000,2.0,60,40,1300,1,1,3,6420000,1900000
1530,775000000,3.0,75,76,1300,0,1,3,10330000,3830000
1531,398000000,2.0,74,36,1300,1,1,3,5380000,1970000
1532,800000000,3.0,78,76,1300,1,1,3,10260000,3960000
1534,420000000,2.0,60,35,2200,0,1,3,7000000,2080000
1535,360000000,2.0,60,45,1300,1,1,3,6000000,1780000
1536,360000000,2.0,60,45,1300,1,1,3,6000000,1780000
1537,371000000,2.0,60,36,1300,1,1,3,6180000,1840000
1538,135000000,2.0,60,27,1300,1,1,3,2250000,667910
1539,630000000,2.0,81,36,1300,1,1,3,7780000,3120000
1540,580000000,2.0,84,48,1300,0,1,3,6900000,2870000
1541,617000000,2.0,72,41,1300,1,1,3,8580000,3060000
1542,370000000,2.0,78,60,1300,0,1,3,4740000,1830000
1543,550000000,2.0,90,45,1300,1,1,3,6110000,2720000
1544,480000000,3.0,96,70,1300,0,1,3,5000000,2370000
1546,450000000,3.0,72,51,2200,1,1,3,6250000,2230000
1547,260000000,2.0,72,40,1300,1,1,3,3610000,1290000
1548,285000000,2.0,60,50,1300,0,0,3,4750000,1410000
1549,388000000,2.0,72,36,1300,1,1,3,5390000,1920000
1550,306000000,2.0,73,38,1300,1,1,3,4190000,1510000
1553,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1554,499000000,2.0,72,36,1300,1,1,3,6930000,2470000
1555,485000000,2.0,66,36,1300,1,1,3,7350000,2400000
1557,155000000,2.0,70,45,1300,1,1,3,2210000,766860
1562,295000000,2.0,72,36,1300,1,1,3,4099999,1460000
1563,481000000,2.0,72,38,1300,1,1,3,6690000,2380000
1564,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1565,373000000,2.0,69,32,1300,1,0,3,5410000,1850000
1567,477000000,2.0,100,48,1300,1,1,3,4770000,2360000
1568,624000000,2.0,84,45,1300,1,1,3,7440000,3090000
1569,350000000,2.0,72,60,1300,1,1,3,4860000,1730000
1575,644000000,2.0,84,40,1300,1,0,3,7670000,3190000
1579,645000000,2.0,115,50,1300,0,1,3,5380000,3190000
1582,372000000,2.0,69,32,1300,1,0,3,5400000,1840000
1583,597000000,3.0,60,54,2200,1,1,3,9950000,2950000
1584,200000000,2.0,70,45,1300,1,1,3,2860000,989490
1585,165000000,2.0,60,40,900,1,4,3,2750000,816330
1615,165000000,2.0,60,40,900,1,4,3,2750000,816330
1619,195000000,1.0,50,28,1300,1,1,3,3900000,964750
1624,650000000,2.0,82,55,1300,1,1,3,7930000,3220000
1625,120000000,2.0,70,45,900,0,1,3,1710000,593700
1626,481000000,2.0,72,36,2200,1,1,3,6680000,2380000
1627,472000000,2.0,65,36,1300,1,1,3,7260000,2340000
1630,325000000,2.0,72,36,1300,1,1,3,4510000,1610000
1632,149000000,2.0,60,28,1300,0,1,3,2480000,737170
1633,400000000,2.0,60,42,1300,0,1,3,6670000,1980000
1634,460000000,2.0,70,44,1300,1,1,3,6570000,2280000
1635,289000000,2.0,60,30,1300,1,1,3,4830000,1430000
1636,370000000,2.0,60,36,1300,1,1,3,6170000,1830000
1637,550000000,3.0,115,76,2200,0,0,3,4230000,2720000
1639,295000000,2.0,60,45,900,0,1,3,4920000,1460000
1640,360000000,2.0,72,36,1300,1,1,3,5000000,1780000
1641,799000000,2.0,115,40,1300,1,1,3,6660000,3960000
1642,800000000,2.0,80,60,1300,1,1,3,10000000,3960000
1643,258000000,2.0,60,36,1300,1,0,3,4300000,1280000
1644,160000000,2.0,60,27,1300,1,0,3,2670000,791590
1645,168000000,2.0,66,35,900,1,1,3,2550000,831170
1646,170000000,2.0,60,36,900,1,3,3,2830000,841070
1647,449000000,2.0,60,51,2200,0,1,3,7480000,2220000
1649,165000000,2.0,60,29,1300,1,1,3,2750000,816330
1650,168000000,2.0,60,28,1300,1,0,3,2800000,831170
1652,489000000,2.0,70,32,1300,1,1,3,6990000,2420000
1653,695000000,3.0,100,70,1300,1,1,3,6950000,3440000
1654,750000000,2.0,94,45,1300,1,1,3,7980000,3710000
1656,750000000,2.0,94,45,1300,1,1,3,7980000,3710000
1657,500000000,3.0,100,51,2200,1,1,3,5000000,2470000
1658,775000000,3.0,115,70,1300,1,1,3,6680000,3830000
1659,740000000,3.0,92,70,1300,1,1,3,8039999,3660000
1660,730000000,3.0,105,70,1300,1,1,3,6950000,3610000
1661,710000000,3.0,101,70,1300,1,1,3,7030000,3510000
1662,650000000,3.0,65,76,1300,1,1,3,10000000,3220000
1664,537000000,2.0,113,36,1300,1,1,3,4760000,2660000
1665,436000000,2.0,60,36,1300,1,1,3,7270000,2160000
1667,490000000,2.0,72,40,1300,0,0,3,6810000,2420000
1668,410000000,2.0,60,35,1300,0,2,3,6830000,2029999
1669,385000000,2.0,60,30,1300,1,1,3,6420000,1900000
1670,376000000,2.0,60,31,1300,1,1,3,6280000,1860000
1671,376000000,2.0,60,31,1300,1,1,3,6280000,1860000
1672,310000000,2.0,60,60,1300,0,0,3,5170000,1530000
1673,547000000,2.0,60,36,1300,1,1,3,9120000,2710000
1674,547000000,2.0,60,36,1300,1,1,3,9120000,2710000
1675,170000000,2.0,60,36,1300,1,1,3,2830000,841070
1676,372000000,2.0,69,32,1300,1,1,3,5400000,1840000
1677,145000000,2.0,46,38,900,0,1,3,3150000,717380
1678,290000000,2.0,70,40,1300,1,1,3,4139999,1430000
1679,290000000,2.0,70,40,1300,1,1,3,4139999,1430000
1695,529000000,2.0,75,42,1300,1,1,3,7050000,2620000
1696,390000000,2.0,72,36,1300,1,1,3,5420000,1930000
1697,406000000,2.0,60,30,1300,1,1,3,6770000,2009999
1698,290000000,2.0,70,40,1300,1,1,3,4139999,1430000
1699,385000000,2.0,65,36,1300,1,1,3,5920000,1900000
1701,425000000,2.0,60,30,1300,1,1,3,7080000,2100000
1703,290000000,2.0,70,40,1300,1,1,3,4139999,1430000
1704,750000000,3.0,72,75,1300,1,1,3,10420000,3710000
1706,415000000,2.0,80,40,1300,1,1,3,5190000,2049999
1713,300000000,2.0,60,40,1300,1,1,3,5000000,1480000
1714,500000000,2.0,84,45,1300,1,1,3,5950000,2470000
1717,750000000,2.0,84,56,1300,1,1,3,8930000,3710000
1720,478000000,2.0,60,47,1300,1,1,3,7970000,2360000
1721,398000000,2.0,72,36,1300,1,1,3,5530000,1970000
1722,240000000,2.0,60,30,1300,1,2,3,4000000,1190000
1725,795000000,2.0,90,47,2200,0,0,3,8830000,3930000
1729,335000000,2.0,60,36,1300,1,1,3,5580000,1660000
1733,350000000,2.0,60,30,2200,1,1,3,5830000,1730000
1734,710000000,3.0,88,55,2200,1,1,3,8070000,3510000
1735,245000000,2.0,66,40,1300,1,1,3,3710000,1210000
1736,230000000,1.0,72,36,450,1,0,3,3190000,1140000
1737,300000000,2.0,72,36,1300,1,1,3,4170000,1480000
1738,260000000,2.0,72,40,1300,1,1,3,3610000,1290000
1739,275000000,2.0,72,30,1300,1,1,3,3820000,1360000
1740,252000000,2.0,72,38,1300,1,1,3,3500000,1250000
1741,150000000,2.0,91,76,1300,1,1,3,1650000,742120
1743,165000000,2.0,60,60,1300,0,0,3,2750000,816330
1744,730000000,3.0,105,70,1300,1,1,3,6950000,3610000
1745,650000000,3.0,79,76,1300,1,1,3,8230000,3220000
1746,350000000,2.0,72,36,2200,1,0,3,4860000,1730000
1747,649000000,2.0,60,58,2200,1,0,3,10820000,3210000
1748,447000000,2.0,84,40,1300,1,1,3,5320000,2210000
1749,353000000,2.0,75,36,1300,1,1,3,4710000,1750000
1753,250000000,2.0,72,45,1300,1,1,3,3470000,1240000
1754,599000000,3.0,115,49,1300,1,1,3,5210000,2960000
1755,110000000,2.0,60,40,900,0,1,3,1830000,544220
1757,449000000,3.0,60,51,2200,0,1,3,7480000,2220000
1758,165000000,2.0,60,40,900,1,1,3,2750000,816330
1760,480000000,3.0,90,60,1300,0,1,3,5330000,2370000
1761,525000000,2.0,73,44,1300,1,1,3,7190000,2600000
1762,419000000,2.0,72,36,1300,1,0,3,5830000,2080000
1763,370000000,2.0,84,45,1300,1,1,3,4420000,1840000
1765,543000000,2.0,84,45,2200,1,1,3,6460000,2690000
1766,409000000,2.0,72,36,1300,1,1,3,5690000,2029999
1767,355000000,2.0,75,38,1300,1,1,3,4730000,1760000
1768,355000000,2.0,72,36,1300,1,1,3,4930000,1760000
1769,775000000,3.0,115,70,2200,1,1,3,5540000,3830000
1770,355000000,2.0,75,38,1300,1,1,3,4730000,1760000
1771,593000000,2.0,105,45,1300,1,1,3,5650000,2930000
1772,402000000,2.0,75,36,1300,0,1,3,5370000,1990000
1773,780000000,2.0,73,50,1300,1,1,3,10680000,3860000
1774,780000000,2.0,73,50,2200,1,1,3,10680000,3860000
1775,750000000,2.0,84,56,1300,1,1,3,8930000,3710000
1776,372000000,2.0,69,32,1300,1,0,3,5400000,1840000
1777,135000000,2.0,50,36,900,1,1,3,2700000,667910
1778,310000000,2.0,72,38,2200,1,1,3,4310000,1530000
1780,430000000,2.0,66,40,1300,1,1,3,6520000,2130000
1781,439000000,2.0,81,40,1300,0,1,3,5430000,2170000
1787,608000000,2.0,85,40,1300,0,1,3,7150000,3010000
1788,546000000,2.0,72,40,1300,0,0,3,7580000,2700000
1789,195000000,2.0,60,30,1300,1,1,3,3250000,964750
1790,438000000,2.0,60,38,1300,1,1,3,7310000,2170000
1791,275000000,2.0,72,30,1300,1,1,3,3820000,1360000
1792,285000000,2.0,72,30,1300,1,2,3,3960000,1410000
1793,298000000,2.0,72,36,1300,0,1,3,4139999,1470000
1794,570000000,2.0,72,36,1300,1,1,3,7920000,2820000
1795,400000000,3.0,60,51,2200,1,1,3,6670000,1980000
1796,794000000,2.0,115,40,1300,1,1,3,6570000,3930000
1797,145000000,2.0,40,35,900,0,1,3,3620000,717380
1798,625000000,2.0,80,45,1300,1,1,3,7810000,3090000
1799,465000000,2.0,84,36,1300,1,0,3,5540000,2300000
1800,765000000,2.0,92,41,1300,1,1,3,8320000,3780000
1801,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1802,250000000,2.0,62,42,1300,1,1,3,4030000,1240000
1804,553000000,2.0,60,30,1300,1,0,3,9220000,2740000
1806,410000000,2.0,46,37,1300,1,1,3,8910000,2029999
1808,485000000,2.0,50,35,1300,1,1,3,9700000,2400000
1809,290000000,1.0,66,36,1300,1,1,3,4390000,1430000
1810,380000000,2.0,72,36,1300,0,1,3,5280000,1880000
1811,175000000,2.0,50,36,900,1,1,3,3500000,865810
1813,200000000,2.0,100,70,1300,1,1,3,2000000,989490
1814,791000000,3.0,90,76,1300,0,1,3,8790000,3910000
1815,110000000,2.0,50,36,1300,1,1,3,2200000,544220
1817,679000000,3.0,84,60,2200,1,1,3,8080000,3360000
1819,400000000,2.0,60,38,1300,1,0,3,6670000,1980000
1821,342000000,2.0,60,36,1300,1,1,3,5700000,1690000
1822,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1823,577000000,2.0,84,48,1300,1,1,3,6880000,2860000
1824,300000000,2.0,72,36,1300,1,1,3,4170000,1480000
1825,290000000,2.0,70,40,1300,1,1,3,4139999,1430000
1827,290000000,2.0,75,40,1300,1,1,3,3870000,1430000
1828,295000000,2.0,72,48,1300,0,1,3,4099999,1460000
1830,300000000,2.0,60,36,1300,0,1,3,5000000,1480000
1831,725000000,3.0,72,60,1300,1,1,3,10070000,3590000
1833,750000000,3.0,79,76,2200,1,1,3,9490000,3710000
1834,770000000,3.0,115,65,1300,1,1,3,6360000,3810000
1837,750000000,3.0,79,76,2200,1,1,3,9490000,3710000
1838,350000000,2.0,60,45,1300,0,2,3,5830000,1730000
1840,750000000,3.0,70,70,2200,0,1,3,10710000,3710000
1841,750000000,3.0,70,70,2200,0,1,3,10710000,3710000
1842,800000000,3.0,66,60,2200,0,1,3,12120000,3960000
1843,650000000,2.0,115,50,1300,1,1,3,5420000,3220000
1844,560000000,2.0,60,39,2200,1,1,3,9330000,2770000
1845,750000000,3.0,70,70,2200,0,1,3,10710000,3710000
1846,250000000,2.0,60,30,1300,1,1,3,4170000,1240000
1847,250000000,2.0,60,30,1300,1,1,3,4170000,1240000
1848,337000000,3.0,80,40,1300,1,1,3,4210000,1670000
1849,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1850,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1851,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1852,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1853,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1854,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1855,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1856,800000000,3.0,60,57,2200,1,1,3,13330000,3960000
1858,575000000,2.0,84,45,1300,0,1,3,6850000,2840000
1859,588000000,3.0,60,60,1300,0,1,3,9800000,2910000
1860,681000000,2.0,84,45,2200,1,1,3,8109999,3370000
1861,300000000,2.0,84,40,1300,1,1,3,3570000,1480000
1862,521000000,2.0,61,36,1300,1,1,3,8550000,2580000
1863,521000000,2.0,61,36,1300,1,1,3,8550000,2580000
1864,345000000,2.0,104,36,1300,1,1,3,3320000,1710000
1865,441000000,2.0,60,30,1300,1,1,3,7350000,2180000
1867,521000000,2.0,61,36,1300,1,1,3,8550000,2580000
1868,540000000,2.0,85,36,1300,1,1,3,6360000,2670000
1869,521000000,2.0,61,36,1300,1,1,3,8550000,2580000
1870,513000000,2.0,84,36,1300,1,0,3,6110000,2540000
1871,423000000,2.0,60,30,1300,1,1,3,7050000,2089999
1872,673000000,3.0,96,52,1300,1,1,3,7020000,3330000
1873,799000000,2.0,115,40,1300,1,1,3,6660000,3960000
1875,500000000,3.0,72,51,2200,1,1,3,6940000,2470000
1876,558000000,2.0,89,38,1300,1,1,3,6270000,2760000
1877,775000000,3.0,66,60,1300,1,1,3,11740000,3830000
1881,599000000,3.0,115,49,1300,1,1,3,5210000,2960000
1882,650000000,2.0,115,59,1300,1,1,3,5560000,3220000
1883,335000000,2.0,80,40,1300,1,1,3,4190000,1660000
1884,280000000,2.0,72,36,1300,1,1,3,3890000,1390000
1885,495000000,2.0,70,40,1300,1,1,3,7070000,2450000
1886,750000000,3.0,70,70,2200,1,1,3,10710000,3710000
1887,565000000,2.0,72,45,1300,1,1,3,7850000,2800000
1888,335000000,2.0,60,36,1300,1,1,3,5580000,1660000
1889,120000000,2.0,70,45,900,0,1,3,1710000,593700
1890,567000000,2.0,72,45,1300,1,1,3,7880000,2810000
1891,566000000,2.0,84,42,2200,1,1,3,6750000,2800000
1892,590000000,2.0,70,40,2200,1,0,3,8430000,2920000
1896,600000000,2.0,72,45,1300,1,1,3,8330000,2970000
1897,178000000,1.0,60,22,1300,0,0,3,2970000,880650
1902,629000000,2.0,84,40,1300,1,1,3,7490000,3110000
1903,150000000,2.0,66,44,1300,1,1,3,2270000,742120
1904,414000000,2.0,79,36,1300,1,0,3,5240000,2049999
1905,421000000,2.0,114,45,1300,1,1,3,3690000,2080000
1906,467000000,2.0,60,36,1300,1,1,3,7780000,2310000
1907,467000000,2.0,60,36,1300,1,1,3,7780000,2310000
1908,130000000,2.0,70,45,900,0,1,3,1860000,643170
1909,588000000,3.0,60,60,2200,1,1,3,9800000,2910000
1910,367000000,2.0,72,36,2200,1,1,3,5100000,1820000
1911,640000000,3.0,64,55,2200,1,1,3,10010000,3170000
1912,640000000,3.0,64,55,2200,1,1,3,10010000,3170000
1913,361000000,2.0,89,36,1300,1,1,3,4059999,1790000
1914,595000000,2.0,104,52,1300,1,1,3,5720000,2950000
1915,715000000,2.0,115,38,1300,1,1,3,5960000,3540000
1916,530000000,2.0,72,45,1300,1,1,3,7360000,2620000
1917,640000000,3.0,64,55,2200,1,1,3,10010000,3170000
1921,597000000,2.0,105,45,1300,1,0,3,5690000,2960000
1922,550000000,3.0,108,55,1300,1,1,3,5090000,2720000
1923,399000000,2.0,72,36,2200,1,1,3,5540000,1970000
1924,775000000,3.0,98,76,1300,1,1,3,7910000,3830000
1925,750000000,3.0,78,76,1300,1,1,3,9620000,3710000
1926,310000000,2.0,72,36,2200,1,1,3,4310000,1530000
1927,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
1928,420000000,2.0,115,36,1300,1,1,3,3620000,2080000
1929,317000000,2.0,72,36,1300,1,1,3,4410000,1570000
1930,317000000,2.0,66,36,1300,1,1,3,4810000,1570000
1931,317000000,2.0,72,36,1300,1,1,3,4410000,1570000
1932,317000000,2.0,72,36,1300,1,1,3,4410000,1570000
1933,130000000,2.0,70,45,1300,1,1,3,1860000,643170
1934,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
1935,790000000,3.0,72,76,1300,0,1,3,10970000,3910000
1936,484000000,2.0,115,36,1300,1,2,3,3230000,2390000
1937,350000000,2.0,89,38,1300,1,1,3,3930000,1730000
1938,450000000,2.0,89,52,1300,1,1,3,5060000,2230000
1939,567000000,2.0,72,45,1300,1,1,3,7880000,2810000
1940,350000000,2.0,89,38,1300,1,1,3,3930000,1730000
1941,401000000,2.0,72,36,1300,1,1,3,5580000,1990000
1942,477000000,2.0,100,48,2200,1,1,3,4770000,2360000
1943,200000000,1.0,60,21,1300,1,1,3,3330000,989490
1944,196000000,1.0,63,21,1300,1,1,3,3110000,969700
1946,195000000,2.0,60,30,1300,1,1,3,3250000,964750
1947,250000000,2.0,60,36,1300,1,1,3,4170000,1240000
1948,470000000,2.0,72,36,1300,1,1,3,6540000,2330000
1949,358000000,2.0,66,30,1300,1,1,3,5430000,1770000
1951,488000000,2.0,60,35,2200,1,1,3,8130000,2410000
1952,488000000,2.0,60,35,2200,1,1,3,8130000,2410000
1954,488000000,2.0,60,35,2200,1,1,3,8130000,2410000
1955,488000000,2.0,60,35,2200,1,1,3,8130000,2410000
1956,488000000,2.0,60,35,2200,1,1,3,8130000,2410000
1957,325000000,2.0,72,36,1300,1,1,3,4510000,1610000
1958,180000000,2.0,90,76,1300,0,1,3,2000000,890540
1959,581000000,2.0,88,45,2200,1,1,3,6610000,2880000
1960,495000000,2.0,70,36,1300,1,1,3,7070000,2450000
1961,490000000,2.0,65,52,1300,1,1,3,7540000,2420000
1962,490000000,2.0,65,52,1300,1,1,3,7540000,2420000
1963,419000000,2.0,84,36,1300,1,1,3,4990000,2069999
1964,330000000,2.0,60,36,1300,1,1,3,5500000,1630000
1965,765000000,3.0,92,60,2200,1,1,3,8320000,3780000
1967,419000000,2.0,84,36,1300,1,1,3,4990000,2069999
1969,640000000,3.0,64,55,2200,1,1,3,10010000,3170000
1970,715000000,2.0,115,38,1300,1,0,3,5960000,3540000
1972,538000000,2.0,72,45,1300,1,1,3,7470000,2660000
1973,300000000,2.0,60,40,1300,1,0,3,5000000,1480000
1974,675000000,3.0,63,70,2200,1,1,3,10710000,3340000
1976,499000000,2.0,72,36,1300,1,1,3,6930000,2470000
1977,329000000,2.0,84,36,1300,1,0,3,3920000,1630000
1978,425000000,2.0,60,30,1300,1,1,3,7080000,2100000
1979,505000000,2.0,67,36,1300,1,1,3,7550000,2500000
1980,614000000,3.0,60,60,1300,1,1,3,10230000,3040000
1981,714000000,2.0,90,57,1300,1,1,3,7930000,3530000
1982,570000000,2.0,84,48,1300,1,1,3,6790000,2820000
1983,373000000,2.0,69,32,1300,1,0,3,5410000,1850000
1984,530000000,2.0,74,50,1300,1,1,3,7160000,2620000
1985,614000000,3.0,60,60,1300,1,1,3,10230000,3040000
1986,375000000,2.0,75,38,1300,1,1,3,5000000,1860000
1987,773000000,2.0,105,55,1300,1,1,3,7360000,3830000
1988,614000000,2.0,60,60,1300,1,1,3,10230000,3040000
1989,614000000,2.0,60,60,1300,1,1,3,10230000,3040000
1991,614000000,2.0,60,60,1300,1,1,3,10230000,3040000
1993,535000000,2.0,94,55,1300,1,1,3,5690000,2650000
1994,538000000,2.0,72,45,1300,1,1,3,7490000,2670000
1995,800000000,2.0,90,47,2200,0,1,3,8890000,3960000
1996,373000000,2.0,69,32,1300,1,0,3,5410000,1850000
2001,333000000,2.0,72,38,1300,1,1,3,4620000,1650000
2005,355000000,2.0,66,33,1300,1,1,3,5380000,1760000
2006,435000000,2.0,65,45,1300,1,1,3,6690000,2150000
2008,447000000,3.0,60,51,2200,1,1,3,7450000,2210000
2009,434000000,2.0,65,45,1300,1,1,3,6680000,2150000
2010,497000000,2.0,66,50,1300,1,1,3,7540000,2460000
2011,540000000,2.0,85,36,1300,1,1,3,6360000,2670000
2012,540000000,2.0,85,36,1300,1,0,3,6360000,2670000
2013,380000000,2.0,72,36,1300,0,1,3,5280000,1880000
2014,655000000,3.0,55,75,1300,1,1,3,11910000,3240000
2015,469000000,2.0,60,47,1300,1,1,3,7820000,2320000
2016,465000000,2.0,84,36,1300,1,1,3,5540000,2300000
2017,175000000,2.0,50,36,1300,0,1,3,3500000,865810
2018,195000000,2.0,50,36,1300,0,1,3,3900000,964750
2019,550000000,2.0,36,76,2200,1,1,3,15280000,2720000
2020,120000000,2.0,70,45,900,1,4,3,1710000,593700
2021,383000000,2.0,65,40,1300,1,1,3,5900000,1900000
2022,607000000,2.0,100,38,1300,1,1,3,6080000,3010000
2023,695000000,2.0,78,45,1300,1,1,3,8910000,3440000
2024,425000000,2.0,60,30,1300,1,1,3,7080000,2100000
2025,399000000,2.0,75,36,900,1,0,3,5320000,1970000
2026,480000000,2.0,72,36,1300,1,1,3,6670000,2370000
2027,465000000,2.0,60,38,1300,1,1,3,7750000,2300000
2028,686000000,2.0,78,36,2200,1,2,3,8800000,3400000
2029,120000000,2.0,70,45,900,0,1,3,1710000,593700
2030,480000000,2.0,76,36,1300,0,1,3,6320000,2370000
2031,335000000,2.0,72,38,1300,1,1,3,4650000,1660000
2032,450000000,2.0,84,36,1300,1,1,3,5360000,2230000
2033,450000000,2.0,84,36,1300,1,1,3,5360000,2230000
2034,200000000,2.0,50,36,1300,0,1,3,4000000,989490
2035,225000000,2.0,50,36,1300,0,1,3,4500000,1110000
2039,298000000,2.0,72,72,1300,0,1,3,9500000,1470000
2040,298000000,2.0,72,36,1300,0,1,3,4150000,1480000
2044,363000000,2.0,60,36,1300,1,1,3,6050000,1800000
2045,465000000,2.0,84,36,1300,1,0,3,5540000,2300000
2046,256000000,2.0,60,36,1300,0,1,3,4270000,1270000
2047,775000000,3.0,70,76,2200,1,1,3,11070000,3830000
2048,300000000,2.0,84,45,1300,1,1,3,3570000,1480000
2049,240000000,2.0,72,40,1300,1,1,3,3330000,1190000
2050,250000000,2.0,72,40,1300,1,1,3,3470000,1240000
2051,195000000,2.0,50,36,1300,0,1,3,3900000,964750
2053,438000000,2.0,71,45,1300,0,1,3,6180000,2170000
2054,589000000,1.0,115,27,1300,1,1,3,3730000,2920000
2055,228000000,2.0,61,36,1300,1,1,3,3740000,1130000
2058,345000000,2.0,66,30,1300,1,1,3,5230000,1710000
2059,380000000,2.0,72,36,1300,0,3,3,5280000,1880000
2060,228000000,2.0,61,36,1300,1,1,3,3740000,1130000
2061,228000000,2.0,61,36,1300,1,1,3,3740000,1130000
2062,228000000,2.0,61,36,1300,1,0,3,3740000,1130000
2063,540000000,2.0,85,36,1300,1,1,3,6360000,2670000
2064,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2065,450000000,2.0,72,36,1300,1,0,3,6250000,2230000
2066,355000000,2.0,75,38,1300,1,1,3,4730000,1760000
2067,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
2068,265000000,2.0,50,36,1300,0,1,3,5300000,1310000
2069,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2070,655000000,3.0,88,55,1300,1,1,3,7440000,3240000
2071,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2072,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2073,325000000,2.0,75,38,1300,1,1,3,4330000,1610000
2074,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2075,686000000,2.0,78,36,1300,1,1,3,8800000,3400000
2076,425000000,2.0,60,30,1300,1,1,3,7080000,2100000
2077,549000000,2.0,72,38,1300,1,1,3,7620000,2720000
2078,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2079,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2080,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
2081,800000000,2.0,78,42,2200,1,1,3,10260000,3960000
2082,335000000,2.0,72,38,1300,1,1,3,4650000,1660000
2083,335000000,2.0,72,38,1300,1,1,3,4650000,1660000
2084,335000000,2.0,72,38,1300,1,1,3,4650000,1660000
2085,335000000,2.0,72,36,1300,1,1,3,4650000,1660000
2086,380000000,2.0,72,36,1300,1,1,3,5280000,1880000
2087,305000000,2.0,84,36,1300,1,1,3,3630000,1510000
2088,465000000,2.0,84,36,1300,1,1,3,5540000,2300000
2089,545000000,2.0,66,36,1300,1,0,3,8260000,2700000
2090,250000000,2.0,55,50,900,0,1,3,4550000,1240000
2091,242000000,2.0,66,40,1300,1,1,3,3670000,1200000
2093,670000000,3.0,92,70,1300,1,1,3,7280000,3310000
2094,690000000,3.0,96,70,1300,1,1,3,7190000,3410000
2095,169000000,1.0,24,12,900,1,1,3,7040000,836120
2096,169000000,1.0,24,12,900,1,1,3,7040000,836120
2099,660000000,2.0,70,45,1300,1,1,3,9430000,3270000
